3.33474E+14	0
3.41201E+14	0
3.53034E+14	0
3.61727E+14	0
3.75249E+14	0.05
4.00121E+14	0.69
4.28856E+14	2.66
4.68941E+14	6.01
5.00332E+14	8.58
5.3607E+14	11.49
5.77362E+14	14.93
6.25415E+14	19.25
6.82161E+14	23.42
7.50498E+14	27.22
8.33806E+14	30.14
9.38123E+14	30.26
1.00066E+15	31.87
1.11174E+15	36.33
1.25083E+15	33.74
1.501E+15	20.9
1.66761E+15	0
1.87625E+15	0
